State,County,Winning Party,Dem. Candidate (1982),Dem. Votes,Dem. %,Rep. Candidate (1982),Rep. Votes,Rep. %,Highest Other (1982),Other Votes,Other %,Year
AK,Election District 11,I,"Knowles, Tony",1831,29.8,"Sturgulewski, Arliss",1573,25.6,"Hickel, Walter",2463,40.1,1990
AK,Election District 12,D,"Knowles, Tony",2650,36.9,"Sturgulewski, Arliss",1971,27.4,"Hickel, Walter",2274,31.7,1990
AK,Election District 13,I,"Knowles, Tony",2196,30.8,"Sturgulewski, Arliss",1867,26.2,"Hickel, Walter",2808,39.3,1990
AK,Election District 14,I,"Knowles, Tony",2628,27.4,"Sturgulewski, Arliss",3004,31.3,"Hickel, Walter",3651,38,1990
AK,Election District 15,I,"Knowles, Tony",2845,23.5,"Sturgulewski, Arliss",3512,29.1,"Hickel, Walter",5327,44.1,1990
AK,Election District 16,I,"Knowles, Tony",2590,17.6,"Sturgulewski, Arliss",3403,23.1,"Hickel, Walter",7912,53.7,1990
AK,Election District 17,I,"Knowles, Tony",946,20.5,"Sturgulewski, Arliss",627,13.6,"Hickel, Walter",2840,61.6,1990
AK,Election District 18,I,"Knowles, Tony",1348,18.9,"Sturgulewski, Arliss",1526,21.4,"Hickel, Walter",4064,57,1990
AK,Election District 19,I,"Knowles, Tony",1948,29.2,"Sturgulewski, Arliss",1281,19.2,"Hickel, Walter",3055,45.7,1990
AK,Election District 20,I,"Knowles, Tony",2119,24.3,"Sturgulewski, Arliss",1607,18.5,"Hickel, Walter",4704,54,1990
AK,Election District 21,I,"Knowles, Tony",1840,32.7,"Sturgulewski, Arliss",1163,20.6,"Hickel, Walter",2224,39.5,1990
AK,Election District 22,D,"Knowles, Tony",2610,72.5,"Sturgulewski, Arliss",393,10.9,"Hickel, Walter",536,14.9,1990
AK,Election District 23,D,"Knowles, Tony",2313,63.7,"Sturgulewski, Arliss",640,17.6,"Hickel, Walter",598,16.5,1990
AK,Election District 24,D,"Knowles, Tony",2137,61.9,"Sturgulewski, Arliss",508,14.7,"Hickel, Walter",715,20.7,1990
AK,Election District 25,D,"Knowles, Tony",2310,68.2,"Sturgulewski, Arliss",621,18.3,"Hickel, Walter",361,10.7,1990
AK,Election District 26,D,"Knowles, Tony",1981,50.7,"Sturgulewski, Arliss",1083,27.7,"Hickel, Walter",697,17.8,1990
AK,Election District 27,D,"Knowles, Tony",1648,43.6,"Sturgulewski, Arliss",1017,26.9,"Hickel, Walter",941,24.9,1990
AL,AUTAUGA,R,"Hubbert, Paul",4521,39.8,"Hunt, Guy",6833,60.2,"Scattered Write-Ins,",,,1990
AL,BALDWIN,R,"Hubbert, Paul",12033,40.9,"Hunt, Guy",17382,59.1,"Scattered Write-Ins,",,,1990
AL,BARBOUR,D,"Hubbert, Paul",4863,61.1,"Hunt, Guy",3100,38.9,"Scattered Write-Ins,",,,1990
AL,BIBB,D,"Hubbert, Paul",3181,52.3,"Hunt, Guy",2901,47.7,"Scattered Write-Ins,",2,0,1990
AL,BLOUNT,R,"Hubbert, Paul",4524,34.9,"Hunt, Guy",8457,65.1,"Scattered Write-Ins,",,,1990
AL,BULLOCK,D,"Hubbert, Paul",3173,70.9,"Hunt, Guy",1301,29.1,"Scattered Write-Ins,",,,1990
AL,BUTLER,D,"Hubbert, Paul",3928,52,"Hunt, Guy",3633,48,"Scattered Write-Ins,",,,1990
AL,CALHOUN,R,"Hubbert, Paul",13891,47.9,"Hunt, Guy",15097,52.1,"Scattered Write-Ins,",,,1990
AL,CHAMBERS,D,"Hubbert, Paul",5950,59.5,"Hunt, Guy",4045,40.5,"Scattered Write-Ins,",,,1990
AL,CHEROKEE,D,"Hubbert, Paul",3193,59.3,"Hunt, Guy",2188,40.7,"Scattered Write-Ins,",1,0,1990
AL,CHILTON,R,"Hubbert, Paul",5155,41.4,"Hunt, Guy",7286,58.6,"Scattered Write-Ins,",1,0,1990
AL,CHOCTAW,D,"Hubbert, Paul",4142,66.7,"Hunt, Guy",2067,33.3,"Scattered Write-Ins,",,,1990
AL,CLARKE,D,"Hubbert, Paul",4900,51.9,"Hunt, Guy",4543,48.1,"Scattered Write-Ins,",1,0,1990
AL,CLAY,R,"Hubbert, Paul",2162,46.4,"Hunt, Guy",2495,53.6,"Scattered Write-Ins,",,,1990
AL,CLEBURNE,R,"Hubbert, Paul",2017,49.8,"Hunt, Guy",2031,50.2,"Scattered Write-Ins,",,,1990
AL,COFFEE,R,"Hubbert, Paul",5249,47.3,"Hunt, Guy",5852,52.7,"Scattered Write-Ins,",,,1990
AL,COLBERT,D,"Hubbert, Paul",8908,57.6,"Hunt, Guy",6556,42.4,"Scattered Write-Ins,",1,0,1990
AL,CONECUH,D,"Hubbert, Paul",3159,55.9,"Hunt, Guy",2491,44.1,"Scattered Write-Ins,",,,1990
AL,COOSA,D,"Hubbert, Paul",2149,54.9,"Hunt, Guy",1761,45,"Scattered Write-Ins,",2,0.1,1990
AL,COVINGTON,R,"Hubbert, Paul",5081,42,"Hunt, Guy",7010,58,"Scattered Write-Ins,",,,1990
AL,CRENSHAW,R,"Hubbert, Paul",2381,49.2,"Hunt, Guy",2462,50.8,"Scattered Write-Ins,",,,1990
AL,CULLMAN,R,"Hubbert, Paul",9314,39.7,"Hunt, Guy",14139,60.3,"Scattered Write-Ins,",,,1990
AL,DALE,R,"Hubbert, Paul",4506,41.9,"Hunt, Guy",6247,58.1,"Scattered Write-Ins,",,,1990
AL,DALLAS,D,"Hubbert, Paul",8894,57.2,"Hunt, Guy",6660,42.8,"Scattered Write-Ins,",,,1990
AL,DEKALB,R,"Hubbert, Paul",8017,46.8,"Hunt, Guy",9110,53.2,"Scattered Write-Ins,",11,0.1,1990
AL,ELMORE,R,"Hubbert, Paul",6152,38.8,"Hunt, Guy",9692,61.2,"Scattered Write-Ins,",1,0,1990
AL,ESCAMBIA,D,"Hubbert, Paul",4424,50.8,"Hunt, Guy",4292,49.2,"Scattered Write-Ins,",,,1990
AL,ETOWAH,D,"Hubbert, Paul",16408,50.6,"Hunt, Guy",15992,49.4,"Scattered Write-Ins,",,,1990
AL,FAYETTE,D,"Hubbert, Paul",4686,63.8,"Hunt, Guy",2648,36.1,"Scattered Write-Ins,",7,0.1,1990
AL,FRANKLIN,D,"Hubbert, Paul",4858,56.4,"Hunt, Guy",3752,43.6,"Scattered Write-Ins,",1,0,1990
AL,GENEVA,R,"Hubbert, Paul",3460,41.8,"Hunt, Guy",4808,58.2,"Scattered Write-Ins,",,,1990
AL,GREENE,D,"Hubbert, Paul",3138,76.5,"Hunt, Guy",963,23.5,"Scattered Write-Ins,",1,0,1990
AL,HALE,D,"Hubbert, Paul",3481,62.1,"Hunt, Guy",2121,37.9,"Scattered Write-Ins,",,,1990
AL,HENRY,R,"Hubbert, Paul",2607,47.4,"Hunt, Guy",2894,52.6,"Scattered Write-Ins,",1,0,1990
AL,HOUSTON,R,"Hubbert, Paul",7945,35.9,"Hunt, Guy",14177,64.1,"Scattered Write-Ins,",6,0,1990
AL,JACKSON,D,"Hubbert, Paul",5865,57.3,"Hunt, Guy",4371,42.7,"Scattered Write-Ins,",,,1990
AL,JEFFERSON,R,"Hubbert, Paul",95287,45,"Hunt, Guy",116034,54.8,"Scattered Write-Ins,",362,0.2,1990
AL,LAMAR,D,"Hubbert, Paul",3163,58.2,"Hunt, Guy",2271,41.8,"Scattered Write-Ins,",3,0.1,1990
AL,LAUDERDALE,D,"Hubbert, Paul",12089,55.2,"Hunt, Guy",9800,44.8,"Scattered Write-Ins,",1,0,1990
AL,LAWRENCE,D,"Hubbert, Paul",5294,64,"Hunt, Guy",2984,36,"Scattered Write-Ins,",,,1990
AL,LEE,D,"Hubbert, Paul",9964,50.1,"Hunt, Guy",9919,49.9,"Scattered Write-Ins,",,,1990
AL,LIMESTONE,R,"Hubbert, Paul",6454,45.5,"Hunt, Guy",7715,54.4,"Scattered Write-Ins,",8,0.1,1990
AL,LOWNDES,D,"Hubbert, Paul",3284,72.5,"Hunt, Guy",1243,27.5,"Scattered Write-Ins,",1,0,1990
AL,MACON,D,"Hubbert, Paul",6130,83.6,"Hunt, Guy",1202,16.4,"Scattered Write-Ins,",,,1990
AL,MADISON,R,"Hubbert, Paul",27279,37.8,"Hunt, Guy",44799,62.2,"Scattered Write-Ins,",,,1990
AL,MARENGO,D,"Hubbert, Paul",4503,55.2,"Hunt, Guy",3649,44.8,"Scattered Write-Ins,",,,1990
AL,MARION,D,"Hubbert, Paul",6219,58.9,"Hunt, Guy",4342,41.1,"Scattered Write-Ins,",,,1990
AL,MARSHALL,R,"Hubbert, Paul",7138,39,"Hunt, Guy",11140,60.9,"Scattered Write-Ins,",2,0,1990
AL,MOBILE,D,"Hubbert, Paul",48633,50.2,"Hunt, Guy",48132,49.7,"Scattered Write-Ins,",76,0.1,1990
AL,MONROE,D,"Hubbert, Paul",3816,51.3,"Hunt, Guy",3627,48.7,"Scattered Write-Ins,",,,1990
AL,MONTGOMERY,D,"Hubbert, Paul",35509,50.9,"Hunt, Guy",34223,49,"Scattered Write-Ins,",63,0.1,1990
AL,MORGAN,R,"Hubbert, Paul",11930,40.2,"Hunt, Guy",17707,59.7,"Scattered Write-Ins,",10,0,1990
AL,PERRY,D,"Hubbert, Paul",3262,65.1,"Hunt, Guy",1747,34.9,"Scattered Write-Ins,",,,1990
AL,PICKENS,D,"Hubbert, Paul",3322,52.6,"Hunt, Guy",2995,47.4,"Scattered Write-Ins,",,,1990
AL,PIKE,R,"Hubbert, Paul",4827,49.6,"Hunt, Guy",4901,50.4,"Scattered Write-Ins,",1,0,1990
AL,RANDOLPH,D,"Hubbert, Paul",3165,51.6,"Hunt, Guy",2969,48.4,"Scattered Write-Ins,",,,1990
AL,RUSSELL,D,"Hubbert, Paul",5963,69.5,"Hunt, Guy",2613,30.5,"Scattered Write-Ins,",,,1990
AL,SHELBY,R,"Hubbert, Paul",8186,27.1,"Hunt, Guy",22006,72.8,"Scattered Write-Ins,",49,0.2,1990
AL,ST. CLAIR,R,"Hubbert, Paul",5169,36.3,"Hunt, Guy",9053,63.7,"Scattered Write-Ins,",,,1990
AL,SUMTER,D,"Hubbert, Paul",4007,74.2,"Hunt, Guy",1386,25.7,"Scattered Write-Ins,",6,0.1,1990
AL,TALLADEGA,R,"Hubbert, Paul",9438,48.5,"Hunt, Guy",10013,51.5,"Scattered Write-Ins,",,,1990
AL,TALLAPOOSA,R,"Hubbert, Paul",6227,45.6,"Hunt, Guy",7440,54.4,"Scattered Write-Ins,",1,0,1990
AL,TUSCALOOSA,R,"Hubbert, Paul",19563,49.9,"Hunt, Guy",19669,50.1,"Scattered Write-Ins,",,,1990
AL,WALKER,D,"Hubbert, Paul",12916,58.6,"Hunt, Guy",9121,41.4,"Scattered Write-Ins,",2,0,1990
AL,WASHINGTON,D,"Hubbert, Paul",3746,61.2,"Hunt, Guy",2376,38.8,"Scattered Write-Ins,",3,0,1990
AL,WILCOX,D,"Hubbert, Paul",3385,67.6,"Hunt, Guy",1619,32.3,"Scattered Write-Ins,",1,0,1990
AL,WINSTON,R,"Hubbert, Paul",3923,41.8,"Hunt, Guy",5467,58.2,"Scattered Write-Ins,",,,1990
AR,ARKANSAS,D,"Clinton, Bill",4090,61.2,"Nelson, Sheffield",2592,38.8,"Scattered Write-Ins,",,,1990
AR,ASHLEY,D,"Clinton, Bill",4914,68,"Nelson, Sheffield",2309,32,"Scattered Write-Ins,",2,0,1990
AR,BAXTER,R,"Clinton, Bill",5125,44.3,"Nelson, Sheffield",6442,55.7,"Scattered Write-Ins,",,,1990
AR,BENTON,D,"Clinton, Bill",14010,52.5,"Nelson, Sheffield",12699,47.5,"Scattered Write-Ins,",,,1990
AR,BOONE,R,"Clinton, Bill",3957,41.4,"Nelson, Sheffield",5598,58.6,"Scattered Write-Ins,",,,1990
AR,BRADLEY,D,"Clinton, Bill",2163,59.1,"Nelson, Sheffield",1495,40.9,"Scattered Write-Ins,",,,1990
AR,CALHOUN,D,"Clinton, Bill",1089,50.1,"Nelson, Sheffield",1086,49.9,"Scattered Write-Ins,",,,1990
AR,CARROLL,R,"Clinton, Bill",2858,45.2,"Nelson, Sheffield",3465,54.8,"Scattered Write-Ins,",1,0,1990
AR,CHICOT,D,"Clinton, Bill",3072,71.1,"Nelson, Sheffield",1226,28.4,"Scattered Write-Ins,",22,0.5,1990
AR,CLARK,D,"Clinton, Bill",4383,67.3,"Nelson, Sheffield",2125,32.7,"Scattered Write-Ins,",,,1990
AR,CLAY,D,"Clinton, Bill",3451,63,"Nelson, Sheffield",2024,37,"Scattered Write-Ins,",,,1990
AR,CLEBURNE,D,"Clinton, Bill",4143,53.7,"Nelson, Sheffield",3567,46.3,"Scattered Write-Ins,",,,1990
AR,CLEVELAND,D,"Clinton, Bill",1405,51.1,"Nelson, Sheffield",1317,47.9,"Scattered Write-Ins,",28,1,1990
AR,COLUMBIA,R,"Clinton, Bill",3412,47.3,"Nelson, Sheffield",3798,52.7,"Scattered Write-Ins,",,,1990
AR,CONWAY,D,"Clinton, Bill",2958,55.3,"Nelson, Sheffield",2388,44.6,"Scattered Write-Ins,",7,0.1,1990
AR,CRAIGHEAD,D,"Clinton, Bill",10150,63.2,"Nelson, Sheffield",5918,36.8,"Scattered Write-Ins,",,,1990
AR,CRAWFORD,D,"Clinton, Bill",5505,51.5,"Nelson, Sheffield",5178,48.5,"Scattered Write-Ins,",,,1990
AR,CRITTENDEN,D,"Clinton, Bill",7463,67.7,"Nelson, Sheffield",3565,32.3,"Scattered Write-Ins,",,,1990
AR,CROSS,D,"Clinton, Bill",2892,59,"Nelson, Sheffield",2007,41,"Scattered Write-Ins,",,,1990
AR,DALLAS,D,"Clinton, Bill",2109,56.7,"Nelson, Sheffield",1602,43.1,"Scattered Write-Ins,",9,0.2,1990
AR,DESHA,D,"Clinton, Bill",3264,69.2,"Nelson, Sheffield",1453,30.8,"Scattered Write-Ins,",,,1990
AR,DREW,D,"Clinton, Bill",3170,63,"Nelson, Sheffield",1859,37,"Scattered Write-Ins,",,,1990
AR,FAULKNER,D,"Clinton, Bill",9908,57.9,"Nelson, Sheffield",7194,42.1,"Scattered Write-Ins,",,,1990
AR,FRANKLIN,D,"Clinton, Bill",2886,52.2,"Nelson, Sheffield",2645,47.8,"Scattered Write-Ins,",,,1990
AR,FULTON,D,"Clinton, Bill",1710,54.6,"Nelson, Sheffield",1420,45.4,"Scattered Write-Ins,",,,1990
AR,GARLAND,D,"Clinton, Bill",15425,59.3,"Nelson, Sheffield",10563,40.6,"Scattered Write-Ins,",7,0,1990
AR,GRANT,D,"Clinton, Bill",2503,52.5,"Nelson, Sheffield",2269,47.5,"Scattered Write-Ins,",,,1990
AR,GREENE,D,"Clinton, Bill",5342,62.5,"Nelson, Sheffield",3208,37.5,"Scattered Write-Ins,",,,1990
AR,HEMPSTEAD,D,"Clinton, Bill",3479,56.7,"Nelson, Sheffield",2655,43.3,"Scattered Write-Ins,",,,1990
AR,HOT SPRING,D,"Clinton, Bill",4860,58.4,"Nelson, Sheffield",3468,41.6,"Scattered Write-Ins,",,,1990
AR,HOWARD,D,"Clinton, Bill",2052,55.7,"Nelson, Sheffield",1629,44.3,"Scattered Write-Ins,",,,1990
AR,INDEPENDENCE,D,"Clinton, Bill",5732,56.8,"Nelson, Sheffield",4356,43.2,"Scattered Write-Ins,",,,1990
AR,IZARD,D,"Clinton, Bill",2576,56,"Nelson, Sheffield",2025,44,"Scattered Write-Ins,",,,1990
AR,JACKSON,D,"Clinton, Bill",3614,61.5,"Nelson, Sheffield",2251,38.3,"Scattered Write-Ins,",8,0.1,1990
AR,JEFFERSON,D,"Clinton, Bill",16471,69.5,"Nelson, Sheffield",7230,30.5,"Scattered Write-Ins,",,,1990
AR,JOHNSON,D,"Clinton, Bill",3310,55.1,"Nelson, Sheffield",2700,44.9,"Scattered Write-Ins,",,,1990
AR,LAFAYETTE,D,"Clinton, Bill",1633,52.2,"Nelson, Sheffield",1497,47.8,"Scattered Write-Ins,",,,1990
AR,LAWRENCE,D,"Clinton, Bill",3343,58.4,"Nelson, Sheffield",2381,41.6,"Scattered Write-Ins,",,,1990
AR,LEE,D,"Clinton, Bill",3376,69,"Nelson, Sheffield",1519,31,"Scattered Write-Ins,",,,1990
AR,LINCOLN,D,"Clinton, Bill",2713,67.7,"Nelson, Sheffield",1292,32.3,"Scattered Write-Ins,",,,1990
AR,LITTLE RIVER,D,"Clinton, Bill",2462,63.4,"Nelson, Sheffield",1420,36.6,"Scattered Write-Ins,",2,0.1,1990
AR,LOGAN,D,"Clinton, Bill",3557,51,"Nelson, Sheffield",3417,49,"Scattered Write-Ins,",2,0,1990
AR,LONOKE,D,"Clinton, Bill",6084,54.5,"Nelson, Sheffield",5082,45.5,"Scattered Write-Ins,",,,1990
AR,MADISON,R,"Clinton, Bill",1912,47.3,"Nelson, Sheffield",2129,52.7,"Scattered Write-Ins,",,,1990
AR,MARION,R,"Clinton, Bill",1933,46.4,"Nelson, Sheffield",2234,53.6,"Scattered Write-Ins,",,,1990
AR,MILLER,D,"Clinton, Bill",5208,54.4,"Nelson, Sheffield",4354,45.5,"Scattered Write-Ins,",5,0.1,1990
AR,MISSISSIPPI,D,"Clinton, Bill",8313,67.7,"Nelson, Sheffield",3967,32.3,"Scattered Write-Ins,",,,1990
AR,MONROE,D,"Clinton, Bill",2174,56.1,"Nelson, Sheffield",1703,43.9,"Scattered Write-Ins,",,,1990
AR,MONTGOMERY,D,"Clinton, Bill",1428,51.2,"Nelson, Sheffield",1362,48.8,"Scattered Write-Ins,",,,1990
AR,NEVADA,D,"Clinton, Bill",1738,54.3,"Nelson, Sheffield",1460,45.7,"Scattered Write-Ins,",,,1990
AR,NEWTON,R,"Clinton, Bill",1512,40.1,"Nelson, Sheffield",2258,59.9,"Scattered Write-Ins,",,,1990
AR,OUACHITA,D,"Clinton, Bill",5729,63.4,"Nelson, Sheffield",3312,36.6,"Scattered Write-Ins,",,,1990
AR,PERRY,D,"Clinton, Bill",1373,53.1,"Nelson, Sheffield",1211,46.9,"Scattered Write-Ins,",,,1990
AR,PHILLIPS,D,"Clinton, Bill",6526,69.6,"Nelson, Sheffield",2855,30.4,"Scattered Write-Ins,",,,1990
AR,PIKE,R,"Clinton, Bill",1624,48.3,"Nelson, Sheffield",1739,51.7,"Scattered Write-Ins,",,,1990
AR,POINSETT,D,"Clinton, Bill",4697,60.2,"Nelson, Sheffield",3099,39.8,"Scattered Write-Ins,",,,1990
AR,POLK,D,"Clinton, Bill",2811,53.8,"Nelson, Sheffield",2418,46.2,"Scattered Write-Ins,",,,1990
AR,POPE,D,"Clinton, Bill",6642,51.1,"Nelson, Sheffield",6349,48.9,"Scattered Write-Ins,",,,1990
AR,PRAIRIE,D,"Clinton, Bill",1833,53.3,"Nelson, Sheffield",1607,46.7,"Scattered Write-Ins,",,,1990
AR,PULASKI,D,"Clinton, Bill",62962,60.7,"Nelson, Sheffield",40691,39.3,"Scattered Write-Ins,",4,0,1990
AR,RANDOLPH,D,"Clinton, Bill",2206,58,"Nelson, Sheffield",1600,42,"Scattered Write-Ins,",,,1990
AR,SALINE,D,"Clinton, Bill",11215,55.3,"Nelson, Sheffield",9072,44.7,"Scattered Write-Ins,",,,1990
AR,SCOTT,R,"Clinton, Bill",1767,47.1,"Nelson, Sheffield",1982,52.9,"Scattered Write-Ins,",,,1990
AR,SEARCY,R,"Clinton, Bill",1286,36,"Nelson, Sheffield",2283,64,"Scattered Write-Ins,",,,1990
AR,SEBASTIAN,D,"Clinton, Bill",14753,53.4,"Nelson, Sheffield",12862,46.6,"Scattered Write-Ins,",,,1990
AR,SEVIER,D,"Clinton, Bill",2112,57,"Nelson, Sheffield",1591,43,"Scattered Write-Ins,",,,1990
AR,SHARP,D,"Clinton, Bill",2690,52.1,"Nelson, Sheffield",2478,47.9,"Scattered Write-Ins,",,,1990
AR,ST. FRANCIS,D,"Clinton, Bill",4426,62.3,"Nelson, Sheffield",2683,37.7,"Scattered Write-Ins,",,,1990
AR,STONE,R,"Clinton, Bill",1736,44.5,"Nelson, Sheffield",2158,55.4,"Scattered Write-Ins,",3,0.1,1990
AR,UNION,D,"Clinton, Bill",7380,54.2,"Nelson, Sheffield",6232,45.8,"Scattered Write-Ins,",,,1990
AR,VAN BUREN,D,"Clinton, Bill",2790,50.6,"Nelson, Sheffield",2724,49.4,"Scattered Write-Ins,",,,1990
AR,WASHINGTON,D,"Clinton, Bill",16737,57.2,"Nelson, Sheffield",12531,42.8,"Scattered Write-Ins,",,,1990
AR,WHITE,D,"Clinton, Bill",9422,55.4,"Nelson, Sheffield",7591,44.6,"Scattered Write-Ins,",1,0,1990
AR,WOODRUFF,D,"Clinton, Bill",1937,70.4,"Nelson, Sheffield",816,29.6,"Scattered Write-Ins,",,,1990
AR,YELL,D,"Clinton, Bill",2895,52.3,"Nelson, Sheffield",2640,47.7,"Scattered Write-Ins,",,,1990
CA,ALAMEDA,D,"Feinstein, Dianne",237345,64.1,"Wilson, Pete",117107,31.6,"Scattered Write-Ins,",15726,4.2,1990
CA,ALPINE,R,"Feinstein, Dianne",174,37.9,"Wilson, Pete",242,52.7,"Scattered Write-Ins,",43,9.4,1990
CA,AMADOR,R,"Feinstein, Dianne",4797,40,"Wilson, Pete",6469,54,"Scattered Write-Ins,",715,6,1990
CA,BUTTE,R,"Feinstein, Dianne",25422,39.8,"Wilson, Pete",35048,54.9,"Scattered Write-Ins,",3331,5.2,1990
CA,CALAVERAS,R,"Feinstein, Dianne",5422,40.6,"Wilson, Pete",7071,53,"Scattered Write-Ins,",852,6.4,1990
CA,COLUSA,R,"Feinstein, Dianne",1455,32.4,"Wilson, Pete",2798,62.4,"Scattered Write-Ins,",233,5.2,1990
CA,CONTRA COSTA,D,"Feinstein, Dianne",144268,52.9,"Wilson, Pete",119901,43.9,"Scattered Write-Ins,",8714,3.2,1990
CA,DEL NORTE,R,"Feinstein, Dianne",2717,40,"Wilson, Pete",3615,53.2,"Scattered Write-Ins,",462,6.8,1990
CA,EL DORADO,R,"Feinstein, Dianne",18390,38.8,"Wilson, Pete",26452,55.8,"Scattered Write-Ins,",2554,5.4,1990
CA,FRESNO,R,"Feinstein, Dianne",63523,43,"Wilson, Pete",77693,52.6,"Scattered Write-Ins,",6566,4.4,1990
CA,GLENN,R,"Feinstein, Dianne",2182,31.8,"Wilson, Pete",4190,61.1,"Scattered Write-Ins,",490,7.1,1990
CA,HUMBOLDT,R,"Feinstein, Dianne",22823,46.6,"Wilson, Pete",22943,46.8,"Scattered Write-Ins,",3242,6.6,1990
CA,IMPERIAL,R,"Feinstein, Dianne",7463,41.4,"Wilson, Pete",9422,52.2,"Scattered Write-Ins,",1159,6.4,1990
CA,INYO,R,"Feinstein, Dianne",2369,32.7,"Wilson, Pete",4566,63,"Scattered Write-Ins,",316,4.4,1990
CA,KERN,R,"Feinstein, Dianne",41763,34.3,"Wilson, Pete",73065,60.1,"Scattered Write-Ins,",6785,5.6,1990
CA,KINGS,R,"Feinstein, Dianne",6731,38.6,"Wilson, Pete",9771,56.1,"Scattered Write-Ins,",917,5.3,1990
CA,LAKE,D,"Feinstein, Dianne",8475,47.9,"Wilson, Pete",8344,47.1,"Scattered Write-Ins,",891,5,1990
CA,LASSEN,R,"Feinstein, Dianne",3152,37,"Wilson, Pete",4790,56.2,"Scattered Write-Ins,",577,6.8,1990
CA,LOS ANGELES,D,"Feinstein, Dianne",911413,49,"Wilson, Pete",867781,46.6,"Scattered Write-Ins,",82699,4.4,1990
CA,MADERA,R,"Feinstein, Dianne",7431,37.4,"Wilson, Pete",11216,56.5,"Scattered Write-Ins,",1203,6.1,1990
CA,MARIN,D,"Feinstein, Dianne",57255,59.2,"Wilson, Pete",35563,36.8,"Scattered Write-Ins,",3902,4,1990
CA,MARIPOSA,R,"Feinstein, Dianne",2634,41,"Wilson, Pete",3336,51.9,"Scattered Write-Ins,",460,7.2,1990
CA,MENDOCINO,D,"Feinstein, Dianne",14515,50.6,"Wilson, Pete",11723,40.9,"Scattered Write-Ins,",2450,8.5,1990
CA,MERCED,R,"Feinstein, Dianne",15004,44.6,"Wilson, Pete",17054,50.6,"Scattered Write-Ins,",1621,4.8,1990
CA,MODOC,R,"Feinstein, Dianne",1320,35.8,"Wilson, Pete",2115,57.3,"Scattered Write-Ins,",253,6.9,1990
CA,MONO,R,"Feinstein, Dianne",1124,36.4,"Wilson, Pete",1776,57.5,"Scattered Write-Ins,",191,6.2,1990
CA,MONTEREY,D,"Feinstein, Dianne",42371,51.7,"Wilson, Pete",34932,42.7,"Scattered Write-Ins,",4590,5.6,1990
CA,NAPA,D,"Feinstein, Dianne",19017,47.5,"Wilson, Pete",18931,47.2,"Scattered Write-Ins,",2127,5.3,1990
CA,NEVADA,R,"Feinstein, Dianne",13588,39.9,"Wilson, Pete",18458,54.2,"Scattered Write-Ins,",2012,5.9,1990
CA,ORANGE,R,"Feinstein, Dianne",208886,31.3,"Wilson, Pete",425025,63.7,"Scattered Write-Ins,",33119,5,1990
CA,PLACER,R,"Feinstein, Dianne",24577,38.2,"Wilson, Pete",36397,56.5,"Scattered Write-Ins,",3408,5.3,1990
CA,PLUMAS,R,"Feinstein, Dianne",3477,42.5,"Wilson, Pete",4243,51.9,"Scattered Write-Ins,",460,5.6,1990
CA,RIVERSIDE,R,"Feinstein, Dianne",102847,37.5,"Wilson, Pete",157214,57.3,"Scattered Write-Ins,",14494,5.3,1990
CA,SACRAMENTO,R,"Feinstein, Dianne",149215,44.7,"Wilson, Pete",167982,50.3,"Scattered Write-Ins,",16651,5,1990
CA,SAN BENITO,D,"Feinstein, Dianne",4445,48.8,"Wilson, Pete",4120,45.2,"Scattered Write-Ins,",543,6,1990
CA,SAN BERNARDINO,R,"Feinstein, Dianne",114764,38,"Wilson, Pete",169028,56,"Scattered Write-Ins,",18081,6,1990
CA,SAN DIEGO,R,"Feinstein, Dianne",244759,36.4,"Wilson, Pete",383959,57.1,"Scattered Write-Ins,",43819,6.5,1990
CA,SAN FRANCISCO,D,"Feinstein, Dianne",161626,71.3,"Wilson, Pete",56652,25,"Scattered Write-Ins,",8349,3.7,1990
CA,SAN JOAQUIN,R,"Feinstein, Dianne",46653,41.2,"Wilson, Pete",62249,55,"Scattered Write-Ins,",4311,3.8,1990
CA,SAN LUIS OBISPO,R,"Feinstein, Dianne",30140,41.5,"Wilson, Pete",38909,53.5,"Scattered Write-Ins,",3624,5,1990
CA,SAN MATEO,D,"Feinstein, Dianne",109963,55.4,"Wilson, Pete",80253,40.5,"Scattered Write-Ins,",8180,4.1,1990
CA,SANTA BARBARA,R,"Feinstein, Dianne",46977,42.5,"Wilson, Pete",58677,53.1,"Scattered Write-Ins,",4820,4.4,1990
CA,SANTA CLARA,D,"Feinstein, Dianne",218843,52.2,"Wilson, Pete",178310,42.6,"Scattered Write-Ins,",21739,5.2,1990
CA,SANTA CRUZ,D,"Feinstein, Dianne",48530,60,"Wilson, Pete",26797,33.1,"Scattered Write-Ins,",5614,6.9,1990
CA,SHASTA,R,"Feinstein, Dianne",17795,36.3,"Wilson, Pete",28322,57.8,"Scattered Write-Ins,",2844,5.8,1990
CA,SIERRA,R,"Feinstein, Dianne",671,42.1,"Wilson, Pete",813,51,"Scattered Write-Ins,",109,6.8,1990
CA,SISKIYOU,R,"Feinstein, Dianne",6346,40.1,"Wilson, Pete",8320,52.6,"Scattered Write-Ins,",1147,7.3,1990
CA,SOLANO,D,"Feinstein, Dianne",44969,52,"Wilson, Pete",36755,42.5,"Scattered Write-Ins,",4758,5.5,1990
CA,SONOMA,D,"Feinstein, Dianne",79093,55.8,"Wilson, Pete",54706,38.6,"Scattered Write-Ins,",7924,5.6,1990
