State,County,Winning Party,Dem. Candidate (1982),Dem. Votes,Dem. %,Rep. Candidate (1982),Rep. Votes,Rep. %,Highest Other (1982),Other Votes,Other %,Year
CA,STANISLAUS,R,"Feinstein, Dianne",37182,42.1,"Wilson, Pete",47275,53.5,"Scattered Write-Ins,",3925,4.4,1990
CA,SUTTER,R,"Feinstein, Dianne",5796,30,"Wilson, Pete",12647,65.5,"Scattered Write-Ins,",880,4.6,1990
CA,TEHAMA,R,"Feinstein, Dianne",5915,35.8,"Wilson, Pete",9415,56.9,"Scattered Write-Ins,",1206,7.3,1990
CA,TRINITY,R,"Feinstein, Dianne",2250,40,"Wilson, Pete",2908,51.7,"Scattered Write-Ins,",464,8.3,1990
CA,TULARE,R,"Feinstein, Dianne",21670,33,"Wilson, Pete",41186,62.8,"Scattered Write-Ins,",2773,4.2,1990
CA,TUOLUMNE,R,"Feinstein, Dianne",8294,41.9,"Wilson, Pete",10465,52.9,"Scattered Write-Ins,",1021,5.2,1990
CA,VENTURA,R,"Feinstein, Dianne",68139,36.9,"Wilson, Pete",106234,57.6,"Scattered Write-Ins,",10132,5.5,1990
CA,YOLO,D,"Feinstein, Dianne",22890,51.6,"Wilson, Pete",19316,43.5,"Scattered Write-Ins,",2167,4.9,1990
CA,YUBA,R,"Feinstein, Dianne",4342,35,"Wilson, Pete",7355,59.2,"Scattered Write-Ins,",723,5.8,1990
CO,ADAMS,D,"Romer, Roy",40968,63.5,"Andrews, John",21423,33.2,"Scattered Write-Ins,",2117,3.3,1990
CO,ALAMOSA,D,"Romer, Roy",2711,66.8,"Andrews, John",1267,31.2,"Scattered Write-Ins,",80,2,1990
CO,ARAPAHOE,D,"Romer, Roy",71709,64.2,"Andrews, John",37396,33.5,"Scattered Write-Ins,",2544,2.3,1990
CO,ARCHULETA,D,"Romer, Roy",1092,56.1,"Andrews, John",802,41.2,"Scattered Write-Ins,",53,2.7,1990
CO,BACA,D,"Romer, Roy",1509,64,"Andrews, John",807,34.2,"Scattered Write-Ins,",41,1.7,1990
CO,BENT,D,"Romer, Roy",1143,68.2,"Andrews, John",498,29.7,"Scattered Write-Ins,",34,2,1990
CO,BOULDER,D,"Romer, Roy",56126,71.7,"Andrews, John",19986,25.5,"Scattered Write-Ins,",2205,2.8,1990
CO,CHAFFEE,D,"Romer, Roy",2853,61.5,"Andrews, John",1680,36.2,"Scattered Write-Ins,",104,2.2,1990
CO,CHEYENNE,D,"Romer, Roy",580,58.1,"Andrews, John",397,39.8,"Scattered Write-Ins,",21,2.1,1990
CO,CLEAR CREEK,D,"Romer, Roy",1915,63.4,"Andrews, John",979,32.4,"Scattered Write-Ins,",126,4.2,1990
CO,CONEJOS,D,"Romer, Roy",1798,65.6,"Andrews, John",898,32.8,"Scattered Write-Ins,",43,1.6,1990
CO,COSTILLA,D,"Romer, Roy",1148,76,"Andrews, John",328,21.7,"Scattered Write-Ins,",34,2.3,1990
CO,CROWLEY,D,"Romer, Roy",722,54.4,"Andrews, John",583,43.9,"Scattered Write-Ins,",23,1.7,1990
CO,CUSTER,R,"Romer, Roy",412,42.3,"Andrews, John",538,55.3,"Scattered Write-Ins,",23,2.4,1990
CO,DELTA,D,"Romer, Roy",4054,51.9,"Andrews, John",3501,44.8,"Scattered Write-Ins,",261,3.3,1990
CO,DENVER,D,"Romer, Roy",97216,71.4,"Andrews, John",34600,25.4,"Scattered Write-Ins,",4423,3.2,1990
CO,DOLORES,D,"Romer, Roy",470,66.9,"Andrews, John",216,30.7,"Scattered Write-Ins,",17,2.4,1990
CO,DOUGLAS,D,"Romer, Roy",11465,58.7,"Andrews, John",7599,38.9,"Scattered Write-Ins,",468,2.4,1990
CO,EAGLE,D,"Romer, Roy",3612,71,"Andrews, John",1339,26.3,"Scattered Write-Ins,",137,2.7,1990
CO,EL PASO,R,"Romer, Roy",38107,35.7,"Andrews, John",66190,62,"Scattered Write-Ins,",2513,2.4,1990
CO,ELBERT,D,"Romer, Roy",1843,57,"Andrews, John",1305,40.4,"Scattered Write-Ins,",85,2.6,1990
CO,FREMONT,R,"Romer, Roy",4730,44.9,"Andrews, John",5548,52.7,"Scattered Write-Ins,",249,2.4,1990
CO,GARFIELD,D,"Romer, Roy",5440,64.6,"Andrews, John",2780,33,"Scattered Write-Ins,",200,2.4,1990
CO,GILPIN,D,"Romer, Roy",684,49.9,"Andrews, John",588,42.9,"Scattered Write-Ins,",98,7.2,1990
CO,GRAND,D,"Romer, Roy",2317,60.9,"Andrews, John",1405,37,"Scattered Write-Ins,",80,2.1,1990
CO,GUNNISON,D,"Romer, Roy",2295,68.3,"Andrews, John",965,28.7,"Scattered Write-Ins,",101,3,1990
CO,HINSDALE,D,"Romer, Roy",246,59.3,"Andrews, John",167,40.2,"Scattered Write-Ins,",2,0.5,1990
CO,HUERFANO,D,"Romer, Roy",1373,62.8,"Andrews, John",774,35.4,"Scattered Write-Ins,",39,1.8,1990
CO,JACKSON,D,"Romer, Roy",362,51.8,"Andrews, John",327,46.8,"Scattered Write-Ins,",10,1.4,1990
CO,JEFFERSON,D,"Romer, Roy",92770,62.7,"Andrews, John",50778,34.3,"Scattered Write-Ins,",4465,3,1990
CO,KIOWA,D,"Romer, Roy",546,56.1,"Andrews, John",425,43.7,"Scattered Write-Ins,",2,0.2,1990
CO,KIT CARSON,D,"Romer, Roy",2093,66.5,"Andrews, John",1012,32.2,"Scattered Write-Ins,",42,1.3,1990
CO,LA PLATA,D,"Romer, Roy",6752,67.9,"Andrews, John",2919,29.3,"Scattered Write-Ins,",276,2.8,1990
CO,LAKE,D,"Romer, Roy",1304,72.1,"Andrews, John",451,24.9,"Scattered Write-Ins,",53,2.9,1990
CO,LARIMER,D,"Romer, Roy",39998,66.3,"Andrews, John",18825,31.2,"Scattered Write-Ins,",1488,2.5,1990
CO,LAS ANIMAS,D,"Romer, Roy",3111,67.3,"Andrews, John",1354,29.3,"Scattered Write-Ins,",160,3.5,1990
CO,LINCOLN,D,"Romer, Roy",1140,61.6,"Andrews, John",675,36.4,"Scattered Write-Ins,",37,2,1990
CO,LOGAN,D,"Romer, Roy",4607,68.7,"Andrews, John",1984,29.6,"Scattered Write-Ins,",111,1.7,1990
CO,MESA,D,"Romer, Roy",17165,54.6,"Andrews, John",13541,43.1,"Scattered Write-Ins,",720,2.3,1990
CO,MINERAL,D,"Romer, Roy",339,74.5,"Andrews, John",105,23.1,"Scattered Write-Ins,",11,2.4,1990
CO,MOFFAT,D,"Romer, Roy",1803,53.8,"Andrews, John",1397,41.7,"Scattered Write-Ins,",153,4.6,1990
CO,MONTEZUMA,D,"Romer, Roy",2821,55.7,"Andrews, John",2107,41.6,"Scattered Write-Ins,",140,2.8,1990
CO,MONTROSE,D,"Romer, Roy",4644,55.9,"Andrews, John",3401,40.9,"Scattered Write-Ins,",266,3.2,1990
CO,MORGAN,D,"Romer, Roy",4457,65.3,"Andrews, John",2243,32.9,"Scattered Write-Ins,",128,1.9,1990
CO,OTERO,D,"Romer, Roy",3905,63.8,"Andrews, John",2091,34.1,"Scattered Write-Ins,",127,2.1,1990
CO,OURAY,D,"Romer, Roy",649,53.8,"Andrews, John",534,44.2,"Scattered Write-Ins,",24,2,1990
CO,PARK,D,"Romer, Roy",1431,54.6,"Andrews, John",1071,40.9,"Scattered Write-Ins,",119,4.5,1990
CO,PHILLIPS,D,"Romer, Roy",1382,68.8,"Andrews, John",598,29.8,"Scattered Write-Ins,",29,1.4,1990
CO,PITKIN,D,"Romer, Roy",2977,76.4,"Andrews, John",805,20.7,"Scattered Write-Ins,",114,2.9,1990
CO,PROWERS,D,"Romer, Roy",3010,68.9,"Andrews, John",1236,28.3,"Scattered Write-Ins,",121,2.8,1990
CO,PUEBLO,D,"Romer, Roy",28931,68.5,"Andrews, John",12519,29.7,"Scattered Write-Ins,",758,1.8,1990
CO,RIO BLANCO,D,"Romer, Roy",1156,55.8,"Andrews, John",869,42,"Scattered Write-Ins,",46,2.2,1990
CO,RIO GRANDE,D,"Romer, Roy",2388,65.4,"Andrews, John",1220,33.4,"Scattered Write-Ins,",46,1.3,1990
CO,ROUTT,D,"Romer, Roy",3546,71.9,"Andrews, John",1249,25.3,"Scattered Write-Ins,",134,2.7,1990
CO,SAGUACHE,D,"Romer, Roy",1220,66.6,"Andrews, John",570,31.1,"Scattered Write-Ins,",42,2.3,1990
CO,SAN JUAN,D,"Romer, Roy",191,53.4,"Andrews, John",145,40.5,"Scattered Write-Ins,",22,6.1,1990
CO,SAN MIGUEL,D,"Romer, Roy",1119,71.2,"Andrews, John",364,23.2,"Scattered Write-Ins,",89,5.7,1990
CO,SEDGWICK,D,"Romer, Roy",810,62.1,"Andrews, John",477,36.6,"Scattered Write-Ins,",18,1.4,1990
CO,SUMMIT,D,"Romer, Roy",2996,72.6,"Andrews, John",1017,24.7,"Scattered Write-Ins,",111,2.7,1990
CO,TELLER,R,"Romer, Roy",1729,37.9,"Andrews, John",2687,59,"Scattered Write-Ins,",140,3.1,1990
CO,WASHINGTON,D,"Romer, Roy",1083,50.6,"Andrews, John",1025,47.9,"Scattered Write-Ins,",33,1.5,1990
CO,WELD,D,"Romer, Roy",22528,63.2,"Andrews, John",12532,35.1,"Scattered Write-Ins,",597,1.7,1990
CO,YUMA,D,"Romer, Roy",2531,64.8,"Andrews, John",1291,33.1,"Scattered Write-Ins,",84,2.2,1990
CT,FAIRFIELD,R,"Morrison, Bruce",42266,15.6,"Rowland, John",139539,51.5,"Weicker, Lowell",86523,31.9,1990
CT,HARTFORD,I,"Morrison, Bruce",63656,21,"Rowland, John",82066,27.1,"Weicker, Lowell",152605,50.4,1990
CT,LITCHFIELD,R,"Morrison, Bruce",11817,17.6,"Rowland, John",28495,42.3,"Weicker, Lowell",25801,38.3,1990
CT,MIDDLESEX,I,"Morrison, Bruce",11805,20.6,"Rowland, John",16859,29.4,"Weicker, Lowell",28146,49,1990
CT,NEW HAVEN,R,"Morrison, Bruce",75854,26.7,"Rowland, John",112419,39.6,"Weicker, Lowell",90977,32.1,1990
CT,NEW LONDON,I,"Morrison, Bruce",15805,19.6,"Rowland, John",25825,32,"Weicker, Lowell",37759,46.8,1990
CT,TOLLAND,I,"Morrison, Bruce",8402,18.4,"Rowland, John",13232,29,"Weicker, Lowell",23425,51.3,1990
CT,WINDHAM,I,"Morrison, Bruce",8036,24.1,"Rowland, John",9405,28.3,"Weicker, Lowell",15340,46.1,1990
FL,ALACHUA,D,"Chiles, Lawton",33616,67.8,"Martinez, Bob",15988,32.2,"Floyd,",,,1990
FL,BAKER,D,"Chiles, Lawton",2150,52.3,"Martinez, Bob",1957,47.7,"Floyd,",,,1990
FL,BAY,R,"Chiles, Lawton",14236,45.6,"Martinez, Bob",16966,54.4,"Floyd,",2,0,1990
FL,BRADFORD,D,"Chiles, Lawton",3241,56.8,"Martinez, Bob",2468,43.2,"Floyd,",,,1990
FL,BREVARD,R,"Chiles, Lawton",61741,48.5,"Martinez, Bob",65641,51.5,"Floyd,",3,0,1990
FL,BROWARD,D,"Chiles, Lawton",217422,65.6,"Martinez, Bob",113869,34.4,"Floyd,",12,0,1990
FL,CALHOUN,D,"Chiles, Lawton",1887,57.3,"Martinez, Bob",1407,42.7,"Floyd,",,,1990
FL,CHARLOTTE,R,"Chiles, Lawton",20012,48,"Martinez, Bob",21673,52,"Floyd,",1,0,1990
FL,CITRUS,D,"Chiles, Lawton",19282,54.4,"Martinez, Bob",16152,45.6,"Floyd,",,,1990
FL,CLAY,R,"Chiles, Lawton",9704,37.4,"Martinez, Bob",16256,62.6,"Floyd,",3,0,1990
FL,COLLIER,R,"Chiles, Lawton",18882,41.6,"Martinez, Bob",26505,58.4,"Floyd,",,,1990
FL,COLUMBIA,D,"Chiles, Lawton",5360,53.5,"Martinez, Bob",4657,46.5,"Floyd,",,,1990
FL,DESOTO,D,"Chiles, Lawton",3125,57.1,"Martinez, Bob",2350,42.9,"Floyd,",,,1990
FL,DIXIE,D,"Chiles, Lawton",2486,69.4,"Martinez, Bob",1096,30.6,"Floyd,",,,1990
FL,DUVAL,R,"Chiles, Lawton",75326,47.6,"Martinez, Bob",83023,52.4,"Floyd,",5,0,1990
FL,ESCAMBIA,R,"Chiles, Lawton",30468,43.6,"Martinez, Bob",39383,56.4,"Floyd,",6,0,1990
FL,FLAGLER,R,"Chiles, Lawton",5215,49.2,"Martinez, Bob",5390,50.8,"Floyd,",1,0,1990
FL,FRANKLIN,D,"Chiles, Lawton",2142,73.9,"Martinez, Bob",758,26.1,"Floyd,",,,1990
FL,GADSDEN,D,"Chiles, Lawton",6839,66.2,"Martinez, Bob",3495,33.8,"Floyd,",,,1990
FL,GILCHRIST,D,"Chiles, Lawton",1644,57.2,"Martinez, Bob",1229,42.8,"Floyd,",,,1990
FL,GLADES,D,"Chiles, Lawton",1275,55.3,"Martinez, Bob",1025,44.5,"Floyd,",5,0.2,1990
FL,GULF,D,"Chiles, Lawton",2671,60.7,"Martinez, Bob",1728,39.3,"Floyd,",,,1990
FL,HAMILTON,D,"Chiles, Lawton",1694,63.1,"Martinez, Bob",992,36.9,"Floyd,",,,1990
FL,HARDEE,D,"Chiles, Lawton",2627,56.5,"Martinez, Bob",2019,43.5,"Floyd,",,,1990
FL,HENDRY,D,"Chiles, Lawton",2354,52.8,"Martinez, Bob",2107,47.2,"Floyd,",,,1990
FL,HERNANDO,D,"Chiles, Lawton",24453,58.4,"Martinez, Bob",17434,41.6,"Floyd,",,,1990
FL,HIGHLANDS,D,"Chiles, Lawton",12270,52.2,"Martinez, Bob",11227,47.8,"Floyd,",2,0,1990
FL,HILLSBOROUGH,D,"Chiles, Lawton",129322,62.7,"Martinez, Bob",76891,37.3,"Floyd,",9,0,1990
FL,HOLMES,D,"Chiles, Lawton",2230,52,"Martinez, Bob",2057,48,"Floyd,",,,1990
FL,INDIAN RIVER,R,"Chiles, Lawton",13838,43.5,"Martinez, Bob",17943,56.5,"Floyd,",,,1990
FL,JACKSON,D,"Chiles, Lawton",6608,58.5,"Martinez, Bob",4681,41.5,"Floyd,",,,1990
FL,JEFFERSON,D,"Chiles, Lawton",2588,67.1,"Martinez, Bob",1271,32.9,"Floyd,",,,1990
FL,LAFAYETTE,D,"Chiles, Lawton",1038,57.5,"Martinez, Bob",767,42.5,"Floyd,",,,1990
FL,LAKE,R,"Chiles, Lawton",22624,49.6,"Martinez, Bob",23019,50.4,"Floyd,",,,1990
FL,LEE,R,"Chiles, Lawton",48784,44.6,"Martinez, Bob",60408,55.2,"Floyd,",171,0.2,1990
FL,LEON,D,"Chiles, Lawton",45438,69.3,"Martinez, Bob",20085,30.7,"Floyd,",,,1990
FL,LEVY,D,"Chiles, Lawton",4090,56.4,"Martinez, Bob",3153,43.5,"Floyd,",6,0.1,1990
FL,LIBERTY,D,"Chiles, Lawton",1088,59.6,"Martinez, Bob",739,40.4,"Floyd,",,,1990
FL,MADISON,D,"Chiles, Lawton",2510,57.8,"Martinez, Bob",1832,42.2,"Floyd,",,,1990
FL,MANATEE,D,"Chiles, Lawton",37920,54.3,"Martinez, Bob",31594,45.3,"Floyd,",290,0.4,1990
FL,MARION,R,"Chiles, Lawton",26588,46.5,"Martinez, Bob",30522,53.4,"Floyd,",14,0,1990
FL,MARTIN,R,"Chiles, Lawton",15344,42,"Martinez, Bob",21229,58,"Floyd,",1,0,1990
FL,MIAMI-DADE,D,"Chiles, Lawton",232542,62.7,"Martinez, Bob",138417,37.3,"Floyd,",2,0,1990
FL,MONROE,D,"Chiles, Lawton",11179,61.4,"Martinez, Bob",7034,38.6,"Floyd,",4,0,1990
FL,NASSAU,R,"Chiles, Lawton",4962,44,"Martinez, Bob",6324,56,"Floyd,",,,1990
FL,OKALOOSA,R,"Chiles, Lawton",17794,44.7,"Martinez, Bob",22049,55.3,"Floyd,",7,0,1990
FL,OKEECHOBEE,D,"Chiles, Lawton",3495,57.7,"Martinez, Bob",2566,42.3,"Floyd,",,,1990
FL,ORANGE,D,"Chiles, Lawton",80762,55.3,"Martinez, Bob",65360,44.7,"Floyd,",21,0,1990
FL,OSCEOLA,D,"Chiles, Lawton",13601,52.3,"Martinez, Bob",12381,47.7,"Floyd,",,,1990
FL,PALM BEACH,D,"Chiles, Lawton",154085,59.2,"Martinez, Bob",106110,40.8,"Floyd,",1,0,1990
FL,PASCO,D,"Chiles, Lawton",61172,61.2,"Martinez, Bob",38783,38.8,"Floyd,",1,0,1990
FL,PINELLAS,D,"Chiles, Lawton",189108,63.4,"Martinez, Bob",109236,36.6,"Floyd,",8,0,1990
FL,POLK,D,"Chiles, Lawton",58654,56.2,"Martinez, Bob",45671,43.8,"Floyd,",9,0,1990
FL,PUTNAM,D,"Chiles, Lawton",9736,54.3,"Martinez, Bob",8184,45.7,"Floyd,",,,1990
FL,SANTA ROSA,R,"Chiles, Lawton",10267,46.3,"Martinez, Bob",11894,53.7,"Floyd,",3,0,1990
FL,SARASOTA,D,"Chiles, Lawton",58941,52.6,"Martinez, Bob",53153,47.4,"Floyd,",1,0,1990
FL,SEMINOLE,D,"Chiles, Lawton",36027,52.9,"Martinez, Bob",32107,47.1,"Floyd,",,,1990
FL,ST. JOHNS,R,"Chiles, Lawton",10399,41.6,"Martinez, Bob",14626,58.4,"Floyd,",,,1990
FL,ST. LUCIE,D,"Chiles, Lawton",20040,50.7,"Martinez, Bob",19487,49.3,"Floyd,",,,1990
FL,SUMTER,D,"Chiles, Lawton",5107,60,"Martinez, Bob",3409,40,"Floyd,",,,1990
FL,SUWANNEE,R,"Chiles, Lawton",3532,49.8,"Martinez, Bob",3566,50.2,"Floyd,",,,1990
FL,TAYLOR,D,"Chiles, Lawton",2598,51.9,"Martinez, Bob",2411,48.1,"Floyd,",,,1990
FL,UNION,D,"Chiles, Lawton",1559,66.7,"Martinez, Bob",777,33.3,"Floyd,",,,1990
FL,VOLUSIA,D,"Chiles, Lawton",56982,53.5,"Martinez, Bob",49606,46.5,"Floyd,",,,1990
FL,WAKULLA,D,"Chiles, Lawton",3087,60,"Martinez, Bob",2049,39.8,"Floyd,",9,0.2,1990
FL,WALTON,D,"Chiles, Lawton",4818,52.8,"Martinez, Bob",4303,47.2,"Floyd,",,,1990
FL,WASHINGTON,D,"Chiles, Lawton",2627,50.5,"Martinez, Bob",2579,49.5,"Floyd,",,,1990
GA,APPLING,D,"Miller, Zell",1988,56.4,"Isakson, Johnny",1483,42.1,"Scattered Write-Ins,",55,1.6,1990
GA,ATKINSON,D,"Miller, Zell",844,57.7,"Isakson, Johnny",607,41.5,"Scattered Write-Ins,",12,0.8,1990
GA,BACON,D,"Miller, Zell",1072,58.3,"Isakson, Johnny",745,40.5,"Scattered Write-Ins,",23,1.3,1990
GA,BAKER,D,"Miller, Zell",722,67.1,"Isakson, Johnny",346,32.2,"Scattered Write-Ins,",8,0.7,1990
GA,BALDWIN,D,"Miller, Zell",4473,57,"Isakson, Johnny",3241,41.3,"Scattered Write-Ins,",130,1.7,1990
GA,BANKS,D,"Miller, Zell",1341,56.7,"Isakson, Johnny",981,41.5,"Scattered Write-Ins,",44,1.9,1990
GA,BARROW,D,"Miller, Zell",3615,55.9,"Isakson, Johnny",2681,41.5,"Scattered Write-Ins,",171,2.6,1990
GA,BARTOW,D,"Miller, Zell",5675,57.9,"Isakson, Johnny",3879,39.5,"Scattered Write-Ins,",255,2.6,1990
GA,BEN HILL,D,"Miller, Zell",1908,57.8,"Isakson, Johnny",1357,41.1,"Scattered Write-Ins,",37,1.1,1990
GA,BERRIEN,D,"Miller, Zell",1709,58,"Isakson, Johnny",1211,41.1,"Scattered Write-Ins,",29,1,1990
GA,BIBB,D,"Miller, Zell",22686,61.2,"Isakson, Johnny",13653,36.9,"Scattered Write-Ins,",708,1.9,1990
GA,BLECKLEY,D,"Miller, Zell",1268,49.8,"Isakson, Johnny",1238,48.6,"Scattered Write-Ins,",41,1.6,1990
GA,BRANTLEY,D,"Miller, Zell",1461,67,"Isakson, Johnny",684,31.4,"Scattered Write-Ins,",34,1.6,1990
GA,BROOKS,D,"Miller, Zell",1503,54.3,"Isakson, Johnny",1230,44.5,"Scattered Write-Ins,",34,1.2,1990
GA,BRYAN,D,"Miller, Zell",2198,61.8,"Isakson, Johnny",1303,36.6,"Scattered Write-Ins,",57,1.6,1990
GA,BULLOCH,D,"Miller, Zell",4126,52.6,"Isakson, Johnny",3614,46,"Scattered Write-Ins,",109,1.4,1990
GA,BURKE,D,"Miller, Zell",2345,57.8,"Isakson, Johnny",1665,41,"Scattered Write-Ins,",50,1.2,1990
GA,BUTTS,D,"Miller, Zell",2042,58.2,"Isakson, Johnny",1398,39.9,"Scattered Write-Ins,",67,1.9,1990
GA,CALHOUN,D,"Miller, Zell",941,66.9,"Isakson, Johnny",452,32.1,"Scattered Write-Ins,",13,0.9,1990
GA,CAMDEN,D,"Miller, Zell",1737,59.2,"Isakson, Johnny",1119,38.1,"Scattered Write-Ins,",78,2.7,1990
GA,CANDLER,D,"Miller, Zell",1028,61.7,"Isakson, Johnny",618,37.1,"Scattered Write-Ins,",21,1.3,1990
GA,CARROLL,D,"Miller, Zell",7354,50.1,"Isakson, Johnny",6919,47.1,"Scattered Write-Ins,",415,2.8,1990
GA,CATOOSA,D,"Miller, Zell",5868,64.4,"Isakson, Johnny",3121,34.2,"Scattered Write-Ins,",128,1.4,1990
GA,CHARLTON,D,"Miller, Zell",782,60.1,"Isakson, Johnny",482,37,"Scattered Write-Ins,",37,2.8,1990
GA,CHATHAM,D,"Miller, Zell",28843,61.8,"Isakson, Johnny",16935,36.3,"Scattered Write-Ins,",901,1.9,1990
GA,CHATTAHOOCHEE,D,"Miller, Zell",378,75.1,"Isakson, Johnny",120,23.9,"Scattered Write-Ins,",5,1,1990
GA,CHATTOOGA,D,"Miller, Zell",2836,62,"Isakson, Johnny",1624,35.5,"Scattered Write-Ins,",113,2.5,1990
GA,CHEROKEE,R,"Miller, Zell",7926,44.2,"Isakson, Johnny",9409,52.5,"Scattered Write-Ins,",596,3.3,1990
GA,CLARKE,D,"Miller, Zell",9907,51.8,"Isakson, Johnny",8418,44,"Scattered Write-Ins,",807,4.2,1990
GA,CLAY,D,"Miller, Zell",547,68,"Isakson, Johnny",247,30.7,"Scattered Write-Ins,",10,1.2,1990
GA,CLAYTON,D,"Miller, Zell",20016,54.9,"Isakson, Johnny",15296,42,"Scattered Write-Ins,",1146,3.1,1990
GA,CLINCH,D,"Miller, Zell",688,65.6,"Isakson, Johnny",353,33.7,"Scattered Write-Ins,",7,0.7,1990
GA,COBB,R,"Miller, Zell",38250,34.9,"Isakson, Johnny",67709,61.8,"Scattered Write-Ins,",3641,3.3,1990
GA,COFFEE,D,"Miller, Zell",3246,52.2,"Isakson, Johnny",2869,46.1,"Scattered Write-Ins,",105,1.7,1990
GA,COLQUITT,R,"Miller, Zell",3318,44.7,"Isakson, Johnny",4033,54.4,"Scattered Write-Ins,",65,0.9,1990
GA,COLUMBIA,R,"Miller, Zell",6441,42.7,"Isakson, Johnny",8393,55.7,"Scattered Write-Ins,",239,1.6,1990
GA,COOK,D,"Miller, Zell",1396,58.8,"Isakson, Johnny",971,40.9,"Scattered Write-Ins,",8,0.3,1990
GA,COWETA,D,"Miller, Zell",5815,48.6,"Isakson, Johnny",5813,48.6,"Scattered Write-Ins,",325,2.7,1990
GA,CRAWFORD,D,"Miller, Zell",1277,62.9,"Isakson, Johnny",704,34.7,"Scattered Write-Ins,",50,2.5,1990
GA,CRISP,D,"Miller, Zell",2083,51.4,"Isakson, Johnny",1917,47.3,"Scattered Write-Ins,",52,1.3,1990
GA,DADE,D,"Miller, Zell",1389,65.5,"Isakson, Johnny",697,32.8,"Scattered Write-Ins,",36,1.7,1990
GA,DAWSON,D,"Miller, Zell",1232,56.5,"Isakson, Johnny",896,41.1,"Scattered Write-Ins,",52,2.4,1990
GA,DECATUR,R,"Miller, Zell",2360,47.3,"Isakson, Johnny",2561,51.3,"Scattered Write-Ins,",67,1.3,1990
GA,DEKALB,D,"Miller, Zell",71835,53.4,"Isakson, Johnny",56899,42.3,"Scattered Write-Ins,",5678,4.2,1990
GA,DODGE,D,"Miller, Zell",2280,56.1,"Isakson, Johnny",1718,42.3,"Scattered Write-Ins,",65,1.6,1990
GA,DOOLY,D,"Miller, Zell",1606,63.1,"Isakson, Johnny",912,35.8,"Scattered Write-Ins,",29,1.1,1990
GA,DOUGHERTY,D,"Miller, Zell",11976,56.3,"Isakson, Johnny",9025,42.4,"Scattered Write-Ins,",275,1.3,1990
GA,DOUGLAS,D,"Miller, Zell",8202,51.1,"Isakson, Johnny",7317,45.6,"Scattered Write-Ins,",544,3.4,1990
GA,EARLY,D,"Miller, Zell",1455,55.5,"Isakson, Johnny",1139,43.5,"Scattered Write-Ins,",27,1,1990
GA,ECHOLS,D,"Miller, Zell",305,63.3,"Isakson, Johnny",170,35.3,"Scattered Write-Ins,",7,1.5,1990
GA,EFFINGHAM,D,"Miller, Zell",3127,61,"Isakson, Johnny",1916,37.4,"Scattered Write-Ins,",84,1.6,1990
GA,ELBERT,D,"Miller, Zell",2345,63.4,"Isakson, Johnny",1339,36.2,"Scattered Write-Ins,",17,0.5,1990
GA,EMANUEL,D,"Miller, Zell",2555,57.9,"Isakson, Johnny",1787,40.5,"Scattered Write-Ins,",67,1.5,1990
GA,EVANS,D,"Miller, Zell",1327,63.6,"Isakson, Johnny",732,35.1,"Scattered Write-Ins,",29,1.4,1990
GA,FANNIN,D,"Miller, Zell",3282,58.2,"Isakson, Johnny",2310,40.9,"Scattered Write-Ins,",50,0.9,1990
GA,FAYETTE,R,"Miller, Zell",7423,38.6,"Isakson, Johnny",11239,58.5,"Scattered Write-Ins,",553,2.9,1990
GA,FLOYD,D,"Miller, Zell",10529,55.5,"Isakson, Johnny",8054,42.4,"Scattered Write-Ins,",394,2.1,1990
GA,FORSYTH,D,"Miller, Zell",5318,50,"Isakson, Johnny",4953,46.6,"Scattered Write-Ins,",367,3.4,1990
GA,FRANKLIN,D,"Miller, Zell",2158,63.6,"Isakson, Johnny",1222,36,"Scattered Write-Ins,",13,0.4,1990
GA,FULTON,D,"Miller, Zell",88499,57.6,"Isakson, Johnny",60151,39.1,"Scattered Write-Ins,",5115,3.3,1990
GA,GILMER,D,"Miller, Zell",2100,56,"Isakson, Johnny",1587,42.3,"Scattered Write-Ins,",64,1.7,1990
GA,GLASCOCK,R,"Miller, Zell",342,42.2,"Isakson, Johnny",456,56.3,"Scattered Write-Ins,",12,1.5,1990
GA,GLYNN,D,"Miller, Zell",6978,50.1,"Isakson, Johnny",6701,48.1,"Scattered Write-Ins,",256,1.8,1990
GA,GORDON,D,"Miller, Zell",3736,56.6,"Isakson, Johnny",2731,41.4,"Scattered Write-Ins,",128,1.9,1990
GA,GRADY,D,"Miller, Zell",1964,52.9,"Isakson, Johnny",1700,45.7,"Scattered Write-Ins,",52,1.4,1990
GA,GREENE,D,"Miller, Zell",1694,66.5,"Isakson, Johnny",829,32.5,"Scattered Write-Ins,",24,0.9,1990
GA,GWINNETT,R,"Miller, Zell",40307,41.9,"Isakson, Johnny",51755,53.8,"Scattered Write-Ins,",4197,4.4,1990
GA,HABERSHAM,R,"Miller, Zell",2775,47.4,"Isakson, Johnny",2979,50.9,"Scattered Write-Ins,",104,1.8,1990
GA,HALL,D,"Miller, Zell",10167,49.3,"Isakson, Johnny",10012,48.5,"Scattered Write-Ins,",457,2.2,1990
GA,HANCOCK,D,"Miller, Zell",1272,73.7,"Isakson, Johnny",433,25.1,"Scattered Write-Ins,",21,1.2,1990
GA,HARALSON,D,"Miller, Zell",2647,51.2,"Isakson, Johnny",2385,46.2,"Scattered Write-Ins,",135,2.6,1990
